,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
19,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Away,D,0,0,Greuther Fürth,1.9,0.9,61.0,,Wataru Endo,3-4-3,Felix Brych,Match Report,,17.0,2.0,15.8,1.0,0.0,0.0,2022,Stuttgart
20,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Home,L,0,2,RB Leipzig,1.0,1.5,51.0,500.0,Wataru Endo,3-4-3,Daniel Schlager,Match Report,,16.0,8.0,16.3,0.0,0.0,0.0,2022,Stuttgart
21,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Away,L,0,2,Freiburg,0.3,1.6,50.0,500.0,Wataru Endo,3-4-3,Tobias Stieler,Match Report,,6.0,1.0,19.0,0.0,0.0,0.0,2022,Stuttgart
22,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Home,L,2,3,Eint Frankfurt,1.5,1.1,52.0,10000.0,Wataru Endo,4-4-2,Sascha Stegemann,Match Report,,15.0,5.0,13.9,0.0,0.0,0.0,2022,Stuttgart
23,2022-02-12,18:30,Bundesliga,Matchweek 22,Sat,Away,L,2,4,Leverkusen,1.0,1.9,31.0,10000.0,Wataru Endo,4-5-1,Felix Brych,Match Report,,8.0,4.0,13.7,0.0,0.0,0.0,2022,Stuttgart
24,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Home,D,1,1,Bochum,1.2,2.0,55.0,20059.0,Wataru Endo,4-3-3,Harm Osmers,Match Report,,16.0,7.0,20.9,0.0,0.0,0.0,2022,Stuttgart
25,2022-02-25,20:30,Bundesliga,Matchweek 24,Fri,Away,L,1,2,Hoffenheim,1.7,2.6,45.0,18099.0,Wataru Endo,4-5-1,Matthias Jöllenbeck,Match Report,,13.0,4.0,16.2,0.0,0.0,0.0,2022,Stuttgart
26,2022-03-05,18:30,Bundesliga,Matchweek 25,Sat,Home,W,3,2,M'Gladbach,2.4,0.9,57.0,25000.0,Wataru Endo,4-3-3,Christian Dingert,Match Report,,19.0,7.0,15.9,1.0,0.0,0.0,2022,Stuttgart
27,2022-03-12,15:30,Bundesliga,Matchweek 26,Sat,Away,D,1,1,Union Berlin,1.0,1.5,56.0,16509.0,Wataru Endo,4-3-3,Robert Hartmann,Match Report,,11.0,3.0,17.9,0.0,0.0,0.0,2022,Stuttgart
28,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Home,W,3,2,Augsburg,2.2,1.0,64.0,55785.0,Wataru Endo,4-3-3,Patrick Ittrich,Match Report,,24.0,8.0,18.3,2.0,0.0,0.0,2022,Stuttgart
29,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,D,1,1,Arminia,2.2,1.0,47.0,26011.0,Hiroki Ito,4-3-3,Patrick Ittrich,Match Report,,14.0,3.0,17.6,0.0,1.0,1.0,2022,Stuttgart
30,2022-04-08,20:30,Bundesliga,Matchweek 29,Fri,Home,L,0,2,Dortmund,1.7,1.9,42.0,58248.0,Wataru Endo,4-3-3,Harm Osmers,Match Report,,13.0,2.0,15.9,0.0,0.0,0.0,2022,Stuttgart
31,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,D,0,0,Mainz 05,0.7,0.6,53.0,30128.0,Waldemar Anton,4-3-3,Florian Badstübner,Match Report,,6.0,3.0,21.2,1.0,0.0,0.0,2022,Stuttgart
32,2022-04-24,17:30,Bundesliga,Matchweek 31,Sun,Away,L,0,2,Hertha BSC,0.6,1.4,58.0,54589.0,Wataru Endo,4-3-3,Felix Brych,Match Report,,12.0,5.0,21.0,0.0,0.0,0.0,2022,Stuttgart
33,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,D,1,1,Wolfsburg,0.8,1.4,57.0,55000.0,Wataru Endo,3-4-3,Sven Jablonski,Match Report,,19.0,5.0,18.9,0.0,0.0,0.0,2022,Stuttgart
34,2022-05-08,17:30,Bundesliga,Matchweek 33,Sun,Away,D,2,2,Bayern Munich,1.5,2.6,25.0,75000.0,Wataru Endo,3-4-3,Deniz Aytekin,Match Report,,15.0,5.0,18.0,0.0,0.0,0.0,2022,Stuttgart
35,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Köln,3.9,1.2,34.0,52230.0,Wataru Endo,4-3-3,Robert Schröder,Match Report,,23.0,11.0,15.8,0.0,0.0,1.0,2022,Stuttgart
1,2021-08-15,17:30,Bundesliga,Matchweek 1,Sun,Away,L,1,3,Köln,1.8,1.6,41.0,16500.0,Niklas Stark,4-3-3,Robert Hartmann,Match Report,,10.0,5.0,15.0,1.0,0.0,0.0,2022,HerthaBSC
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1,2,Wolfsburg,1.2,1.0,41.0,18241.0,Dedryck Boyata,4-2-3-1,Matthias Jöllenbeck,Match Report,,12.0,4.0,23.0,1.0,1.0,1.0,2022,HerthaBSC
3,2021-08-28,18:30,Bundesliga,Matchweek 3,Sat,Away,L,0,5,Bayern Munich,0.4,2.8,37.0,25000.0,Dedryck Boyata,4-2-3-1,Sven Jablonski,Match Report,,7.0,3.0,18.2,0.0,0.0,0.0,2022,HerthaBSC
4,2021-09-12,17:30,Bundesliga,Matchweek 4,Sun,Away,W,3,1,Bochum,0.3,1.2,34.0,14000.0,Dedryck Boyata,3-4-3,Robert Schröder,Match Report,,5.0,4.0,27.7,0.0,0.0,0.0,2022,HerthaBSC
5,2021-09-17,20:30,Bundesliga,Matchweek 5,Fri,Home,W,2,1,Greuther Fürth,0.7,1.4,57.0,21372.0,Dedryck Boyata,3-4-3,Tobias Stieler,Match Report,,14.0,3.0,17.1,0.0,0.0,0.0,2022,HerthaBSC
6,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,6,RB Leipzig,0.2,3.8,39.0,23500.0,Niklas Stark,3-4-3,Sascha Stegemann,Match Report,,4.0,2.0,20.4,0.0,0.0,0.0,2022,HerthaBSC
7,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,2,Freiburg,1.0,0.7,44.0,18376.0,Dedryck Boyata,3-4-3,Patrick Ittrich,Match Report,,12.0,3.0,21.4,2.0,0.0,0.0,2022,HerthaBSC
8,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,W,2,1,Eint Frankfurt,1.8,1.6,42.0,32000.0,Dedryck Boyata,4-2-3-1,Deniz Aytekin,Match Report,,12.0,6.0,13.5,1.0,0.0,0.0,2022,HerthaBSC
9,2021-10-23,18:30,Bundesliga,Matchweek 9,Sat,Home,W,1,0,M'Gladbach,1.0,0.5,42.0,25000.0,Dedryck Boyata,4-2-3-1,Benjamin Cortus,Match Report,,10.0,4.0,16.1,0.0,0.0,0.0,2022,HerthaBSC
11,2021-10-29,20:30,Bundesliga,Matchweek 10,Fri,Away,L,0,2,Hoffenheim,0.3,0.9,46.0,8127.0,Dedryck Boyata,4-2-3-1,Sven Jablonski,Match Report,,5.0,2.0,19.5,1.0,0.0,0.0,2022,HerthaBSC
12,2021-11-07,15:30,Bundesliga,Matchweek 11,Sun,Home,D,1,1,Leverkusen,0.8,1.0,46.0,22187.0,Niklas Stark,4-2-3-1,Robert Hartmann,Match Report,,15.0,5.0,22.5,0.0,0.0,0.0,2022,HerthaBSC
13,2021-11-20,18:30,Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,0.4,1.5,58.0,22012.0,Niklas Stark,4-2-3-1,Felix Brych,Match Report,,8.0,2.0,16.8,0.0,0.0,0.0,2022,HerthaBSC
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,D,1,1,Augsburg,1.7,1.2,52.0,14523.0,Niklas Stark,3-4-3,Frank Willenborg,Match Report,,12.0,4.0,15.5,1.0,0.0,0.0,2022,HerthaBSC
15,2021-12-05,15:30,Bundesliga,Matchweek 14,Sun,Away,D,2,2,Stuttgart,1.3,1.4,46.0,395.0,Dedryck Boyata,4-4-2,Benjamin Brand,Match Report,,15.0,6.0,18.4,1.0,0.0,0.0,2022,HerthaBSC
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Home,W,2,0,Arminia,2.0,0.5,60.0,5000.0,Dedryck Boyata,4-2-2-2,Tobias Welz,Match Report,,20.0,8.0,14.1,0.0,0.0,0.0,2022,HerthaBSC
17,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Away,L,0,4,Mainz 05,0.4,2.9,33.0,10000.0,Dedryck Boyata,4-4-2,Harm Osmers,Match Report,,5.0,1.0,14.6,0.0,0.0,0.0,2022,HerthaBSC
18,2021-12-18,18:30,Bundesliga,Matchweek 17,Sat,Home,W,3,2,Dortmund,1.2,1.3,41.0,5000.0,Niklas Stark,4-2-2-2,Marco Fritz,Match Report,,13.0,5.0,18.1,1.0,0.0,0.0,2022,HerthaBSC
19,2022-01-09,15:30,Bundesliga,Matchweek 18,Sun,Home,L,1,3,Köln,1.2,1.2,53.0,3000.0,Niklas Stark,4-2-2-2,Tobias Stieler,Match Report,,11.0,5.0,15.9,1.0,0.0,0.0,2022,HerthaBSC
20,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Away,D,0,0,Wolfsburg,0.3,1.7,52.0,500.0,Niklas Stark,4-4-2,Robert Hartmann,Match Report,,6.0,1.0,15.8,0.0,0.0,0.0,2022,HerthaBSC
22,2022-01-23,17:30,Bundesliga,Matchweek 20,Sun,Home,L,1,4,Bayern Munich,0.9,5.5,30.0,3000.0,Dedryck Boyata,5-3-2,Bastian Dankert,Match Report,,5.0,2.0,11.1,0.0,0.0,0.0,2022,HerthaBSC
23,2022-02-04,20:30,Bundesliga,Matchweek 21,Fri,Home,D,1,1,Bochum,0.4,1.1,52.0,3000.0,Niklas Stark,4-4-2,Marco Fritz,Match Report,,13.0,3.0,24.2,0.0,0.0,0.0,2022,HerthaBSC
24,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Away,L,1,2,Greuther Fürth,2.1,2.4,60.0,9000.0,Niklas Stark,4-4-2,Daniel Schlager,Match Report,,26.0,7.0,15.8,1.0,0.0,0.0,2022,HerthaBSC
25,2022-02-20,19:30,Bundesliga,Matchweek 23,Sun,Home,L,1,6,RB Leipzig,1.0,3.4,36.0,10000.0,Peter Pekarík,4-3-3,Patrick Ittrich,Match Report,,8.0,4.0,15.3,1.0,0.0,0.0,2022,HerthaBSC
26,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Away,L,0,3,Freiburg,1.3,2.6,42.0,25000.0,Dedryck Boyata,4-3-3,Sven Jablonski,Match Report,,18.0,2.0,14.5,1.0,0.0,0.0,2022,HerthaBSC
27,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,L,1,4,Eint Frankfurt,0.4,1.2,47.0,25000.0,Dedryck Boyata,4-3-3,Harm Osmers,Match Report,,10.0,4.0,17.1,1.0,0.0,0.0,2022,HerthaBSC
28,2022-03-12,18:30,Bundesliga,Matchweek 26,Sat,Away,L,0,2,M'Gladbach,0.6,1.8,47.0,30675.0,Niklas Stark,3-1-4-2,Florian Badstübner,Match Report,,12.0,3.0,21.7,0.0,0.0,0.0,2022,HerthaBSC
29,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Home,W,3,0,Hoffenheim,1.3,0.8,32.0,25000.0,Dedryck Boyata,4-1-4-1,Daniel Schlager,Match Report,,13.0,6.0,17.1,0.0,0.0,0.0,2022,HerthaBSC
30,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,L,1,2,Leverkusen,0.8,1.5,32.0,23557.0,Dedryck Boyata,4-1-4-1,Matthias Jöllenbeck,Match Report,,7.0,4.0,13.9,0.0,0.0,0.0,2022,HerthaBSC
31,2022-04-09,18:30,Bundesliga,Matchweek 29,Sat,Home,L,1,4,Union Berlin,0.7,1.8,52.0,74667.0,Dedryck Boyata,4-1-4-1,Sven Jablonski,Match Report,,11.0,3.0,17.4,0.0,0.0,0.0,2022,HerthaBSC
32,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,W,1,0,Augsburg,1.1,1.0,41.0,28533.0,Dedryck Boyata,4-4-2,Marco Fritz,Match Report,,13.0,1.0,17.8,1.0,0.0,0.0,2022,HerthaBSC
33,2022-04-24,17:30,Bundesliga,Matchweek 31,Sun,Home,W,2,0,Stuttgart,1.4,0.6,42.0,54589.0,Dedryck Boyata,4-2-3-1,Felix Brych,Match Report,,9.0,2.0,13.2,0.0,0.0,0.0,2022,HerthaBSC
34,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,D,1,1,Arminia,1.5,0.5,45.0,26021.0,Dedryck Boyata,4-2-3-1,Deniz Aytekin,Match Report,,11.0,5.0,13.8,0.0,0.0,0.0,2022,HerthaBSC
35,2022-05-07,18:30,Bundesliga,Matchweek 33,Sat,Home,L,1,2,Mainz 05,1.1,0.7,36.0,71548.0,Dedryck Boyata,4-2-3-1,Patrick Ittrich,Match Report,,9.0,0.0,22.0,0.0,1.0,1.0,2022,HerthaBSC
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,2,Dortmund,1.0,1.3,27.0,80500.0,Dedryck Boyata,4-2-3-1,Tobias Stieler,Match Report,,4.0,0.0,21.4,0.0,1.0,1.0,2022,HerthaBSC
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,D,0,0,Freiburg,0.4,1.6,45.0,13750.0,Manuel Prietl,4-1-2-1-2◆,Sven Jablonski,Match Report,,10.0,3.0,20.7,0.0,0.0,0.0,2022,Arminia
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1,1,Greuther Fürth,0.8,2.5,35.0,5890.0,Manuel Prietl,4-1-2-1-2◆,Daniel Schlager,Match Report,,9.0,2.0,15.3,1.0,0.0,0.0,2022,Arminia
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Home,D,1,1,Eint Frankfurt,0.6,1.5,35.0,13750.0,Manuel Prietl,4-4-2,Bastian Dankert,Match Report,,13.0,4.0,21.3,1.0,0.0,0.0,2022,Arminia
4,2021-09-12,19:30,Bundesliga,Matchweek 4,Sun,Away,L,1,3,M'Gladbach,1.8,1.7,36.0,24500.0,Manuel Prietl,4-3-3,Sascha Stegemann,Match Report,,18.0,7.0,18.4,0.0,0.0,0.0,2022,Arminia
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Home,D,0,0,Hoffenheim,1.1,1.1,42.0,13750.0,Manuel Prietl,4-4-2,Patrick Ittrich,Match Report,,9.0,2.0,15.2,0.0,0.0,0.0,2022,Arminia
6,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,1,Union Berlin,0.5,1.2,46.0,11000.0,Manuel Prietl,4-2-2-2,Marco Fritz,Match Report,,10.0,2.0,17.9,0.0,0.0,0.0,2022,Arminia
7,2021-10-03,19:30,Bundesliga,Matchweek 7,Sun,Home,L,0,4,Leverkusen,0.4,3.1,34.0,16250.0,Manuel Prietl,4-4-2,Felix Zwayer,Match Report,,10.0,2.0,19.5,0.0,0.0,0.0,2022,Arminia
8,2021-10-17,17:30,Bundesliga,Matchweek 8,Sun,Away,D,1,1,Augsburg,0.3,0.6,50.0,17500.0,Manuel Prietl,4-3-1-2,Robert Schröder,Match Report,,10.0,2.0,24.0,1.0,0.0,0.0,2022,Arminia
9,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Home,L,1,3,Dortmund,1.4,2.4,31.0,25000.0,Manuel Prietl,3-4-1-2,Benjamin Brand,Match Report,,15.0,6.0,21.1,0.0,1.0,1.0,2022,Arminia
11,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,L,1,2,Mainz 05,0.6,2.5,49.0,19477.0,Manuel Prietl,3-1-4-2,Bastian Dankert,Match Report,,14.0,5.0,25.2,0.0,0.0,0.0,2022,Arminia
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Away,W,1,0,Stuttgart,1.7,0.9,34.0,33550.0,Manuel Prietl,4-2-3-1,Christian Dingert,Match Report,,15.0,3.0,23.5,0.0,0.0,0.0,2022,Arminia
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,D,2,2,Wolfsburg,1.3,1.9,37.0,19801.0,Manuel Prietl,4-2-3-1,Martin Petersen,Match Report,,9.0,2.0,23.6,0.0,1.0,1.0,2022,Arminia
14,2021-11-27,18:30,Bundesliga,Matchweek 13,Sat,Away,L,0,1,Bayern Munich,0.3,2.2,27.0,12000.0,Manuel Prietl,4-3-3,Marco Fritz,Match Report,,8.0,0.0,20.3,0.0,0.0,0.0,2022,Arminia
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,D,1,1,Köln,1.1,1.1,43.0,8231.0,Manuel Prietl,4-2-3-1,Felix Brych,Match Report,,18.0,4.0,19.4,0.0,0.0,0.0,2022,Arminia
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,0.5,2.0,40.0,5000.0,Manuel Prietl,4-2-3-1,Tobias Welz,Match Report,,9.0,0.0,20.7,1.0,0.0,0.0,2022,Arminia
17,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Home,W,2,0,Bochum,0.7,0.9,51.0,13750.0,Manuel Prietl,4-1-2-1-2◆,Benjamin Brand,Match Report,,13.0,4.0,19.2,0.0,0.0,0.0,2022,Arminia
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,W,2,0,RB Leipzig,0.8,1.6,23.0,,Cédric Brunner,4-2-3-1,Frank Willenborg,Match Report,,4.0,4.0,12.1,0.0,0.0,0.0,2022,Arminia
19,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Away,D,2,2,Freiburg,1.0,1.8,51.0,,Cédric Brunner,4-3-3,Harm Osmers,Match Report,,15.0,5.0,17.3,0.0,0.0,0.0,2022,Arminia
20,2022-01-16,17:30,Bundesliga,Matchweek 19,Sun,Home,D,2,2,Greuther Fürth,0.5,0.7,45.0,750.0,Cédric Brunner,4-2-3-1,Christian Dingert,Match Report,,13.0,5.0,19.9,0.0,0.0,0.0,2022,Arminia
21,2022-01-21,20:30,Bundesliga,Matchweek 20,Fri,Away,W,2,0,Eint Frankfurt,1.3,1.9,32.0,1000.0,Stefan Ortega,4-3-3,Tobias Reichel,Match Report,,8.0,5.0,14.1,0.0,0.0,0.0,2022,Arminia
22,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Home,D,1,1,M'Gladbach,0.5,2.0,39.0,10000.0,Stefan Ortega,4-2-3-1,Benjamin Cortus,Match Report,,11.0,5.0,18.5,0.0,0.0,0.0,2022,Arminia
23,2022-02-13,17:30,Bundesliga,Matchweek 22,Sun,Away,L,0,2,Hoffenheim,0.9,2.8,47.0,10000.0,Stefan Ortega,4-1-4-1,Robert Hartmann,Match Report,,8.0,3.0,18.4,1.0,0.0,0.0,2022,Arminia
24,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Home,W,1,0,Union Berlin,0.8,0.9,42.0,10000.0,Stefan Ortega,4-2-3-1,Daniel Schlager,Match Report,,12.0,2.0,19.4,1.0,0.0,0.0,2022,Arminia
25,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Away,L,0,3,Leverkusen,0.4,2.1,29.0,10000.0,Stefan Ortega,4-2-3-1,Martin Petersen,Match Report,,9.0,3.0,24.1,0.0,0.0,0.0,2022,Arminia
26,2022-03-04,20:30,Bundesliga,Matchweek 25,Fri,Home,L,0,1,Augsburg,0.2,0.5,50.0,19460.0,Fabian Klos,4-2-3-1,Felix Brych,Match Report,,5.0,1.0,26.9,0.0,0.0,0.0,2022,Arminia
27,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Away,L,0,1,Dortmund,0.7,2.0,41.0,33000.0,Stefan Ortega,4-2-3-1,Bastian Dankert,Match Report,,12.0,5.0,17.1,1.0,0.0,0.0,2022,Arminia
28,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Away,L,0,4,Mainz 05,0.2,4.3,44.0,25000.0,Stefan Ortega,4-3-3,Felix Zwayer,Match Report,,6.0,0.0,27.2,1.0,0.0,0.0,2022,Arminia
29,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,D,1,1,Stuttgart,1.0,2.2,53.0,26011.0,Stefan Ortega,4-2-3-1,Patrick Ittrich,Match Report,,10.0,4.0,13.8,0.0,0.0,0.0,2022,Arminia
30,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,L,0,4,Wolfsburg,0.4,2.0,47.0,22512.0,Manuel Prietl,4-2-3-1,Benjamin Brand,Match Report,,7.0,3.0,22.1,0.0,0.0,0.0,2022,Arminia
31,2022-04-17,15:30,Bundesliga,Matchweek 30,Sun,Home,L,0,3,Bayern Munich,0.4,2.7,25.0,26419.0,Manuel Prietl,4-2-3-1,Matthias Jöllenbeck,Match Report,,8.0,3.0,15.4,0.0,0.0,0.0,2022,Arminia
32,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1,3,Köln,0.9,2.0,45.0,50000.0,Manuel Prietl,4-4-2,Tobias Stieler,Match Report,,13.0,4.0,18.6,1.0,0.0,0.0,2022,Arminia
33,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,D,1,1,Hertha BSC,0.5,1.5,55.0,26021.0,Manuel Prietl,4-2-3-1,Deniz Aytekin,Match Report,,7.0,1.0,20.6,1.0,0.0,0.0,2022,Arminia
34,2022-05-06,20:30,Bundesliga,Matchweek 33,Fri,Away,L,1,2,Bochum,0.8,2.1,40.0,25000.0,Manuel Prietl,4-4-2,Robert Schröder,Match Report,,14.0,4.0,21.1,0.0,0.0,0.0,2022,Arminia
35,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,D,1,1,RB Leipzig,1.6,3.0,42.0,22719.0,Manuel Prietl,4-3-3,Daniel Siebert,Match Report,,9.0,4.0,14.4,0.0,0.0,0.0,2022,Arminia
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,L,1,5,Stuttgart,1.2,3.0,33.0,18109.0,Branimir Hrgota,3-5-2,Felix Zwayer,Match Report,,8.0,4.0,16.4,0.0,0.0,0.0,2022,GreutherFurth
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,D,1,1,Arminia,2.5,0.8,65.0,5890.0,Branimir Hrgota,4-1-2-1-2◆,Daniel Schlager,Match Report,,19.0,4.0,17.8,0.0,1.0,1.0,2022,GreutherFurth
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,L,0,3,Mainz 05,0.2,2.7,52.0,11500.0,Branimir Hrgota,4-1-2-1-2◆,Tobias Reichel,Match Report,,9.0,1.0,21.4,0.0,0.0,0.0,2022,GreutherFurth
4,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,2,Wolfsburg,0.3,1.4,30.0,9000.0,Branimir Hrgota,4-4-2,Robert Hartmann,Match Report,,9.0,4.0,20.4,1.0,0.0,0.0,2022,GreutherFurth
5,2021-09-17,20:30,Bundesliga,Matchweek 5,Fri,Away,L,1,2,Hertha BSC,1.4,0.7,43.0,21372.0,Branimir Hrgota,4-2-2-2,Tobias Stieler,Match Report,,10.0,2.0,17.2,0.0,1.0,1.0,2022,GreutherFurth
6,2021-09-24,20:30,Bundesliga,Matchweek 6,Fri,Home,L,1,3,Bayern Munich,0.7,0.8,33.0,11740.0,Branimir Hrgota,4-3-3,Robert Schröder,Match Report,,10.0,5.0,22.1,2.0,0.0,0.0,2022,GreutherFurth
7,2021-10-01,20:30,Bundesliga,Matchweek 7,Fri,Away,L,1,3,Köln,1.3,2.9,33.0,40000.0,Branimir Hrgota,4-1-3-2,Matthias Jöllenbeck,Match Report,,7.0,3.0,11.4,0.0,0.0,0.0,2022,GreutherFurth
8,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,L,0,1,Bochum,0.8,1.6,56.0,10586.0,Branimir Hrgota,4-3-1-2,Bastian Dankert,Match Report,,11.0,3.0,19.0,0.0,0.0,0.0,2022,GreutherFurth
9,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Away,L,1,4,RB Leipzig,1.4,2.3,44.0,24758.0,Branimir Hrgota,4-2-3-1,Christian Dingert,Match Report,,8.0,3.0,21.2,0.0,1.0,1.0,2022,GreutherFurth
10,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,3,Freiburg,0.8,1.5,50.0,31500.0,Branimir Hrgota,4-3-3,Felix Brych,Match Report,,8.0,4.0,21.3,0.0,0.0,0.0,2022,GreutherFurth
11,2021-11-07,19:30,Bundesliga,Matchweek 11,Sun,Home,L,1,2,Eint Frankfurt,2.4,1.2,54.0,10244.0,Branimir Hrgota,4-3-3,Daniel Siebert,Match Report,,20.0,2.0,14.9,0.0,0.0,0.0,2022,GreutherFurth
12,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,4,M'Gladbach,0.2,3.1,43.0,38621.0,Branimir Hrgota,4-2-3-1,Benjamin Brand,Match Report,,5.0,1.0,11.5,0.0,0.0,0.0,2022,GreutherFurth
13,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,L,3,6,Hoffenheim,1.1,4.0,49.0,3385.0,Branimir Hrgota,4-3-3,Bastian Dankert,Match Report,,16.0,7.0,14.7,0.0,0.0,0.0,2022,GreutherFurth
14,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,7,Leverkusen,0.3,2.8,40.0,10455.0,Branimir Hrgota,4-4-1-1,Tobias Reichel,Match Report,,8.0,3.0,20.1,0.0,0.0,0.0,2022,GreutherFurth
15,2021-12-12,15:30,Bundesliga,Matchweek 15,Sun,Home,W,1,0,Union Berlin,0.7,1.4,37.0,,Branimir Hrgota,4-3-3,Sven Jablonski,Match Report,,5.0,3.0,15.4,0.0,0.0,0.0,2022,GreutherFurth
16,2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Away,L,0,3,Dortmund,0.4,1.8,32.0,15000.0,Sascha Burchert,4-3-3,Daniel Schlager,Match Report,,8.0,1.0,16.7,1.0,0.0,0.0,2022,GreutherFurth
17,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,D,0,0,Augsburg,0.1,1.2,48.0,,Branimir Hrgota,4-3-1-2,Sascha Stegemann,Match Report,,3.0,1.0,24.5,0.0,0.0,0.0,2022,GreutherFurth
18,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,D,0,0,Stuttgart,0.9,1.9,39.0,,Branimir Hrgota,4-1-2-1-2◆,Felix Brych,Match Report,,10.0,2.0,20.0,0.0,0.0,0.0,2022,GreutherFurth
19,2022-01-16,17:30,Bundesliga,Matchweek 19,Sun,Away,D,2,2,Arminia,0.7,0.5,55.0,750.0,Branimir Hrgota,4-3-1-2,Christian Dingert,Match Report,,6.0,3.0,16.1,1.0,0.0,0.0,2022,GreutherFurth
20,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,W,2,1,Mainz 05,1.3,1.7,42.0,,Branimir Hrgota,4-3-1-2,Robert Schröder,Match Report,,9.0,5.0,21.3,2.0,0.0,0.0,2022,GreutherFurth
21,2022-02-06,17:30,Bundesliga,Matchweek 21,Sun,Away,L,1,4,Wolfsburg,1.1,2.4,44.0,500.0,Branimir Hrgota,4-3-3,Martin Petersen,Match Report,,7.0,3.0,18.9,1.0,1.0,1.0,2022,GreutherFurth
